word	english
lyserod	pink
anstodelig	offensive
britisk	british
breviar	breviary
sodme	sweetness
guddommelig	divine
bisp	bishop
lutheranisme	lutheranism
diakon	deacon
ukrainer	ukrainian
fender	fender
fluesmaekker	flyswatter
skrive	write
vendt	face
monaco	monaco
abel	abel
firkantet	quadrilateral
spejder	scout
nedsaette	cut
sammenhold	cohesion
chikanere	hassle
halshugge	behead
hyaene	hyena
haengelas	padlock
midthjernen	midbrain
tryksvag	unstressed
entomolog	entomologist
revy	revue
rummet	space
fordojelse	digestion
sokrates	socrates
ugli	ugli
eskadrille	squadron
stenet	stony
moskovitisk	muscovite
dvaele	dwell
euroskeptisk	eurosceptic
kopper	smallpox
bizar	bizarre
egoistisk	selfish
ordre	order
emanuel	emmanuel
athenienser	athenian
vildlede	mislead
maurisk	moorish
palaver	palaver
atlanta	atlanta
kadmium	cadmium
nittendedel	nineteenth
antonym	antonym
hjort	deer
ikonostase	iconostasis
vasketoj	laundry
baron	baron
ufiltreret	unfiltered
holdepunkt	clue
smetana	smetana
fod	foot
svaervaegt	heavyweight
intethed	oblivion
ble	diaper
espetrae	aspen
finke	finch
ribbe	sack
bujumbura	bujumbura
tyrannisere	bully
malajisk	malay
kolonist	colonist
nitrogen	nitrogen
mysterium	mystery
isbjerg	iceberg
heltling	vendace
formaldehyd	formaldehyde
varulv	werewolf
lege	play
paedagogik	pedagogy
lettelse	relief
smaragd	emerald
jagte	chase
bistro	bistro
kolnervand	cologne
aeggehvide	albumen
victoria	victoria
mikrobe	microbe
partisk	partial
gabon	gabon
sutur	seam
hetman	hetman
opfede	flesh
avispapir	newspaper
tordenvejr	thunderstorm
kejserdomme	empire
pointe	point
kappeklaedt	caped
arkaeolog	archaeologist
draen	drain
medfodt	congenital
lissabon	lisbon
geologi	geology
mejeri	dairy
mesterskab	championship
jonglor	juggler
haletudse	tadpole
rost	voice
afskrabe	abrade
saekkepibe	bagpipes
persille	parsley
hulda	huldah
portugiser	portuguese
gnejs	gneiss
shahadah	shahada
rhodium	rhodium
vom	rumen
fortrolighed	confidence
sobred	lakeshore
nektar	nectar
hypotetisk	hypothetical
kroat	croatian
nepalesisk	nepali
pude	cushion
skybrud	cloudburst
delelig	divisible
regine	regina
edomit	edomite
bidrag	contribution
tolvte	twelfth
slikkepind	lollipop
kalksten	limestone
kdm	hdms
hudflette	excoriate
eng	meadow
nikkel	nickel
trusser	panties
nikke	nod
endelig	final
eftersnakker	follower
assassiner	assassin
indenrigs	domestic
lurer	lurker
dig	you
tampon	tampon
huske	remember
barbara	barbara
fernis	varnish
brushane	ruff
lummer	sultry
denver	denver
skattefund	hoard
morgue	morgue
ottawa	ottawa
losrivelse	secession
febril	febrile
dansker	dane
dampe	steam
mide	mite
karavane	caravan
danmark	denmark
restaurant	restaurant
prins	prince
paula	paula
irsk	irish
kremlologi	kremlinology
grimassere	grimace
opredning	spread
spidde	impale
hypnos	hypnos
familie	family
sejrrig	victorious
kriminel	criminal
abkhasisk	abkhaz
okologi	ecology
lensherre	lord
buste	bust
aargau	aargau
smadre	break
partisan	partisan
gaeld	debt
lappedykker	grebe
daglig	daily
servitut	easement
skandinavisk	scandinavian
fristed	haven
fastsat	set
anglisere	anglicise
spytte	spit
lok	lock
miami	miami
propfuld	jammed
rubrik	blank
fiktion	fiction
kristenhed	christendom
tuva	tuva
spiral	spiral
trekant	triangle
illegitim	illegitimate
eftermiddag	afternoon
baegerglas	beaker
snerpet	prudish
valgmand	elector
syvende	seventh
stoppested	stop
lufttaet	airtight
ganges	ganges
tredive	thirty
volleyball	volleyball
geofysik	geophysics
medvind	tailwind
hedde	hight
farehund	sheepdog
berolige	calm
malgruppe	market
fregat	frigate
rille	slot
kooperation	cooperation
dodsleje	deathbed
komedie	comedy
posthum	posthumous
bevagenhed	attention
fejltrin	stumble
kemiker	chemist
kalkun	turkey
organisk	organic
vaerdiboks	safe
vandfly	seaplane
sara	sarah
tandbojle	braces
traelos	treeless
bison	buffalo
vagabond	vagabond
jugoslaver	yugoslavian
donau	danube
skiftenogle	wrench
unicode	unicode
sverige	sweden
kronologisk	chronological
austin	austin
betyde	mean
horde	horde
kiosk	kiosk
quiz	quiz
skurvefugl	butterfly
fodre	feed
ubehag	distress
foletrad	feeler
bilko	tailback
letland	latvia
lahti	lahti
jugoslavisk	yugoslavian
glaede	happiness
plov	plough
transportere	transport
gafle	fork
atlingand	garganey
samoa	samoa
kaukasus	caucasus
dreven	astute
skuffelse	disappointment
overhore	overhear
skaeg	beard
tysker	german
marsboer	martian
kassiopeia	cassiopeia
bachelorgrad	bachelor
bagklogskab	hindsight
partitur	score
bleghed	paleness
tidlig	early
bryde	break
spondae	spondee
fjerkrae	poultry
butik	shop
caroline	caroline
plade	record
molaritet	molarity
pragt	glory
ledestjerne	lodestar
mund	mouth
itu	up
blod	blood
valgt	elect
reaktiv	reactive
slas	fight
negligering	neglect
fjendtlig	enemy
capitol	capitol
ansvar	responsibility
bedst	best
omfattende	comprehensive
kastanje	chestnut
graes	grass
traede	tread
fodboldspil	football
pornograf	pornographer
mutation	mutation
akkord	chord
kokon	cocoon
kanonkugle	cannonball
bopael	residence
museum	museum
snoning	turn
refleksion	reflection
forkert	wrong
spartansk	spartan
abenbart	apparently
typografi	typography
kilovare	kiloware
haitisk	haitian
advokat	lawyer
dago	hiiumaa
boffel	buffalo
hvadbehager	pardon
partikel	particle
nade	mercy
talmodig	patient
boykot	boycott
roe	fawn
ubesinding	heedless
sublimere	sublime
sidste	last
morgen	morning
kaernemaelk	buttermilk
massage	massage
drivbaenk	hotbed
tsunami	tsunami
dyle	dyle
dysprosium	dysprosium
skrivebord	desk
stinke	smell
gangraen	gangrene
baglyd	auslaut
traet	tired
tuberkulose	tuberculosis
skaerpe	sharpen
asteroide	asteroid
sidde	sit
sergent	sergeant
annektion	annexation
usedom	usedom
tast	key
puffer	buffer
gaest	guest
aerme	sleeve
tiggerske	beggar
dimension	dimension
jorde	earth
plovfure	furrow
gnufle	nom
oland	oland
oktober	october
liberia	liberia
hoved	head
timeglas	hourglass
melanesien	melanesia
forbehold	reservation
klove	cleave
ordret	verbatim
polyaetylen	polyethylene
libaneser	lebanese
synopse	synopsis
ragout	ragout
bedstemor	grandmother
vandelskende	hydrophilic
spogelsesabe	tarsier
institut	institute
hosea	hosea
epos	epic
asparges	asparagus
takstrae	yew
drobel	uvula
synlig	visible
klapre	chatter
knaphul	buttonhole
barfodet	barefoot
peloponnes	peloponnese
kommunikere	communicate
syv	seven
husfru	housewife
drejning	turn
nedbor	precipitation
viadukt	viaduct
blidt	softly
taendsats	primer
motbydelig	heinous
kedel	kettle
filte	felt
malmo	malmo
genfaerd	ghost
babyloner	babylonian
selma	selma
rumtid	spacetime
lennart	leonard
diabetiker	diabetic
fjerdedel	quarter
femten	fifteen
alibi	alibi
doktorgrad	doctorate
cello	cello
korvel	chervil
celebritet	celebrity
trykfejl	typo
bughule	abdomen
dhaka	dhaka
andreas	andrew
patetisk	pathetic
dodsannonce	obituary
pomelo	pomelo
metode	method
invasion	invasion
vandalisme	vandalism
facet	facet
undersat	subject
autonomi	autonomy
tjern	tarn
komplicere	complicate
rosenkrans	rosary
sundhed	health
solvpapir	tinfoil
ypsilon	upsilon
tyranni	tyranny
usejr	defeat
brasiliansk	brazilian
bridgetown	bridgetown
vaege	wick
arligt	annually
enfoldig	naive
aerogram	aerogram
maraton	marathon
rosmarin	rosemary
dyrehjem	pound
kryptologi	cryptology
retsbygning	courthouse
dorisk	doric
ubojelig	indeclinable
lyve	lie
overbegreb	hypernym
klima	climate
raeven	vulpecula
spiseror	oesophagus
pollen	pollen
parodiere	parody
vagtpost	lookout
financier	financier
ravfarve	amber
gaelle	gill
arkhangelsk	arkhangelsk
dessert	dessert
saba	saba
pakistan	pakistan
slips	necktie
bynke	mugwort
skael	dandruff
biskop	bishop
ase	slog
blasfemi	blasphemy
sarkasme	sarcasm
prosodi	prosody
praesentere	set
pingvin	penguin
ojenlaege	ophthalmologist
komfur	stove
tidsel	thistle
pige	girl
bispesaede	bishopric
johannes	john
dushanbe	dushanbe
forvisse	confirm
hjemad	home
arkiv	archive
mulaesel	hinny
filosofi	philosophy
taerskel	threshold
modsat	opposite
spermatozo	spermatozoon
bovse	burp
percussion	percussion
matematisk	mathematical
kosmologi	cosmology
piletrae	willow
tilpassede	fitted
flyselskab	airline
indbegrebet	epitome
hvorimod	whereas
dejlig	lovely
stipendium	scholarship
uoriginal	derivative
kno	knuckle
uventet	unexpectedly
website	website
hamlet	hamlet
tegnsaetning	punctuation
milligram	milligram
anhaenger	trailer
helene	helen
baronesse	baroness
roveri	robbery
bundfald	precipitate
egenkapital	equity
ensilage	silage
tungetale	glossolalia
lovgiver	legislator
uberettiget	illegitimate
megalit	megalith
cognac	cognac
sta	stand
sundet	oresund
enstemmig	unanimous
vegetar	vegetarian
anopsi	anopia
aekvatorial	equatorial
addere	add
liter	litre
knarand	gadwall
knaeskal	kneecap
ammunition	ammunition
overlade	leave
babysitning	babysitting
epilepsi	epilepsy
basisk	basic
esp	aspen
elista	elista
skandale	scandal
lampe	lamp
nogleben	clavicle
desperat	desperate
aflytte	eavesdrop
citronsmag	lemon
katalyse	catalysis
afdod	deceased
stratosfaere	stratosphere
doktor	doctor
slovener	slovene
dirigere	direct
brasilia	brasilia
sultanat	sultanate
vaern	safeguard
cellulose	cellulose
saedvane	custom
bevaeggrund	motive
handgemaeng	melee
ostrava	ostrava
opfedning	fattening
jalousi	jealousy
hvort	where
egern	squirrel
kontakte	contact
harpe	harp
bonsaitrae	bonsai
pibekrave	ruff
overjeg	superego
malestok	scale
undvaere	forgo
kokkerere	cook
erudition	erudition
referere	refer
polet	token
abstrakt	abstract
vaesener	creature
opkraever	collector
kaskade	cascade
obskon	vulgar
buket	bouquet
saeson	season
hjemlos	homeless
bajonet	bayonet
sydkorset	crux
indonesere	indonesian
blokere	block
efeu	ivy
kranium	skull
klagerab	wail
ernaering	nutrition
lakaj	lackey
estrade	stand
indlede	open
hankon	masculine
cypriot	cypriot
lugte	smell
modificere	modify
japanere	japanese
rumlig	spatial
afbode	cushion
fjert	wind
aarau	aarau
rus	freshman
forfriskende	fresh
nation	nation
bode	ticket
annektering	annexation
irrationel	irrational
enig	unanimous
overrasket	surprised
bomuld	cotton
knast	knot
arbog	yearbook
stankelben	cranefly
sabotor	saboteur
brodere	work
mission	task
skruelinje	helix
mistaenkelig	suspicious
udrensning	purge
luthersk	lutheran
harsbredde	whisker
naeldetrae	hackberry
hemlock	hemlock
syrah	shiraz
iboende	inherent
ernst	ernest
brodermorder	fratricide
spogelse	ghost
kognitiv	cognitive
karien	caria
brystvorte	nipple
sendte	sent
gatur	walk
born	child
conakry	conakry
isotop	isotope
albert	albert
pest	plague
gabriel	gabriel
kenya	kenya
pinsedag	whitsunday
overnatning	night
hepatitis	hepatitis
rektor	headmistress
handtryk	handshake
bogmaerke	bookmark
fordele	spread
spade	spade
lampeskaerm	lampshade
tunis	tunis
funk	funk
indstille	set
tonus	tone
fontorrer	hairdryer
konveks	convex
vandmaerke	watermark
kampala	kampala
chatte	chat
slaebebad	tugboat
humorsyg	moody
heksemester	warlock
gnave	gnaw
attika	attica
osmanner	ottoman
madagaskar	madagascar
herold	herald
aftagende	down
fersken	peach
kindtand	molar
papegoje	parrot
gravplads	graveyard
outdated	outdated
bro	bridge
ordentlig	orderly
elg	moose
vinkle	angle
bladre	browse
population	population
pythagoras	pythagoras
malware	malware
inflation	inflation
grammatik	grammar
karbonpapir	carbon
malvogter	goalkeeper
aorist	aorist
benaegte	deny
opvakt	bright
kristtorn	holly
optraeden	demeanor
tellur	tellurium
afreagere	abreact
fremad	along
vekselpenge	change
fyldning	filling
feminist	feminist
vejre	fly
malachis	malachi
gletsjer	glacier
boykotte	boycott
stikkontakt	socket
koffein	caffeine
tiendedel	tenth
praeposition	preposition
tvaertimod	rather
myanmar	myanmar
fjerde	fourth
athener	athenian
ojelag	eyelid
tanzania	tanzania
stereoanlaeg	stereo
regiment	regiment
solvfisk	silverfish
hypermarked	hypermarket
snebold	snowball
tjald	oystercatcher
broderskab	brotherhood
overvurdere	overestimate
krydderi	spice
papegojesyge	psittacosis
bosnisk	bosnian
muligvis	possibly
ugle	owl
otte	eight
ellen	ellen
orne	boar
lokkemiddel	lure
frossen	frozen
generation	generation
ravgylden	amber
ojenvippe	eyelash
ingrid	ingrid
udvidelse	development
dryp	plop
kaldaea	chaldea
eksistere	exist
mog	dung
niklas	nicholas
lovfaeldende	deciduous
ordinere	ordain
vaasa	vaasa
femern	fehmarn
syntetisere	synthesize
naturalisme	naturalism
sekulaer	secular
oxidere	oxidize
grufuld	heinous
koste	cost
anarki	anarchy
populaer	popular
klart	clearly
despekt	disdain
biomolekyle	biomolecule
karisma	personality
grod	mash
password	password
forhastet	slapdash
total	two
tirsdag	tuesday
barre	bar
evangelist	evangelist
hyacint	hyacinth
seaborgium	seaborgium
interesse	interest
strygerne	string
beklager	sorry
lift	lift
hyldebaerer	bracket
feber	fever
svensk	swedish
jazz	jazz
dusjanbe	dushanbe
rensdyr	reindeer
urimelig	unreasonable
palaestina	palestine
forskellige	various
detektiv	detective
endogami	endogamy
klasse	class
malle	catfish
rotte	rat
dej	dough
jehova	jehovah
hellenist	hellenist
dynasti	dynasty
synge	sing
storhertug	duke
skaering	intersection
stafet	baton
klio	clio
afvente	await
fable	fable
stress	stress
evangelium	gospel
bestjaele	rob
forstand	understanding
rektangel	rectangle
enok	enoch
lindre	alleviate
hidtil	hitherto
partiskhed	bias
provisorisk	provisional
praestekrave	ruff
paratakse	parataxis
collage	mosaic
kleptomani	kleptomania
venedig	venice
gejstlig	cleric
mukke	nag
pyrit	pyrite
lobehjul	scooter
knusende	crushing
modtagelig	receptive
alveolar	alveolar
yakokse	yak
angorakat	persian
litchi	lychee
brandsikker	fireproof
tonga	tonga
smolf	smurf
barbere	shave
miav	meow
benghazi	benghazi
antares	antares
vabenbroder	comrade
rigtighed	propriety
forforerske	seductress
monttelefon	payphone
solvmont	silver
antydning	vestige
handlaesning	palmistry
hebraisk	hebrew
niggerdreng	pickaninny
hercegovinsk	herzegovinian
kendeord	article
golfer	golfer
baere	carry
bagi	aback
atgejr	halberd
udbygning	development
affolkning	depopulation
hojttaler	speaker
valmue	poppy
sindigt	deliberately
viaticum	viaticum
projekt	project
bogstavelig	literal
hjerne	brain
francium	francium
ortodoksi	orthodoxy
omkomme	die
mut	sullen
alice	alice
kommissaer	commissioner
vinke	wave
alveolaer	alveolar
krage	crow
embedsstav	baton
bosnier	bosnian
hold	team
vanern	vanern
lysosom	lysosome
latin	latin
recitation	recitation
enevaelde	absolutism
klaedeskab	wardrobe
analyse	analysis
kongemorder	regicide
nedtaelling	count
bronzefarvet	bronze
saturn	saturn
iraner	iranian
charlatan	charlatan
krudt	gunpowder
aragonisk	aragonese
pendle	commute
laererinde	teacher
fodder	foot
nodvendig	necessary
denali	denali
tora	torah
kortslutte	short
udskrive	print
bund	bottom
valgmulighed	option
dampende	steaming
kaktus	cactus
belobe	amount
galizien	galicia
guldfisk	goldfish
tavshed	silence
udove	practise
unheldig	unlucky
arvagenhed	vigilance
bind	book
indvie	blabber
skaegget	bearded
lapland	lapland
option	option
ubrugelig	useless
slaver	slav
malabo	malabo
kvadron	quadroon
gynaekologi	gynecology
vibrator	dildo
aegtemand	husband
graeskar	pumpkin
bronze	bronze
kommunistisk	communist
dresden	dresden
pibeand	wigeon
leksikal	lexical
kvantificere	quantify
halv	half
afledt	derivative
fuldende	accomplish
klatmaler	dauber
omgive	belt
ulv	wolf
kaluga	kaluga
indeholde	contain
alkoholisme	alcoholism
fiskene	pisces
omvende	proselytize
kirurgisk	surgical
kakerlak	cockroach
jernbane	railway
dersom	if
sporvogn	tram
sofie	sophia
komfortabel	comfortable
inshallah	inshallah
faster	aunt
beige	beige
sauna	sauna
marxisme	marxism
besog	visit
poros	porous
forskel	difference
emission	emission
leukaemi	leukemia
kunstnerisk	artistic
kavaler	partner
hadefuld	hateful
koordinere	coordinate
firdelt	quarterly
glaciologi	glaciology
efterligne	copy
jungle	jungle
hugo	hugh
heuristisk	heuristic
hangas	gander
mulat	mulatto
sardinsk	sardinian
barbecue	barbecue
aerlig	honest
ventilator	fan
muslimsk	muslim
ministerium	ministry
pilgrim	pilgrim
svaerhed	difficulty
udrab	cry
georgier	georgian
ideogram	ideogram
wyoming	wyoming
opleve	experience
haitianer	haitian
siciliansk	sicilian
okumeni	ecumenism
sofija	sofia
aeldning	aging
turkis	turquoise
troll	troll
slud	sleet
slagter	butcher
litteraer	literary
akademisk	academic
rite	rite
patriot	patriot
jordemoder	midwife
bahamas	bahamas
lonmorder	assassin
stridsvogn	chariot
muldvarp	mole
beirut	beirut
wok	wok
paradoks	contradiction
mundharpe	harmonica
billigt	cheaply
database	database
vietnameser	vietnamese
senat	senate
surdej	sourdough
jukeboks	jukebox
indlaegge	hospitalize
aiolos	aeolus
snabel	trunk
paramaribo	paramaribo
panik	panic
poltava	poltava
gangster	gangster
officer	officer
drossel	thrush
patras	patras
lakonien	laconia
bekaempe	fight
argos	argos
slagside	bias
eklektiker	eclectic
goen	bark
typograf	typographer
johanne	jane
sennepskal	arugula
faerge	ferry
ekstrovert	extrovert
normandiet	normandy
standard	default
reception	reception
lemfaeldig	careless
ordonnans	orderly
eksalteret	excited
stromsild	argentine
lystfiskeri	fishing
bodybuilder	bodybuilder
koriander	coriander
andelig	spiritual
hegelsk	hegelian
differens	difference
olie	oil
ouija	ouija
oplyst	light
paleologisme	paleologism
dildo	dildo
indlyd	anlaut
sidesting	stitch
ladoga	ladoga
december	december
bedrageri	fraud
kemisk	chemical
opspind	fiction
algerisk	algerian
lawrencium	lawrencium
angiver	betrayer
formodning	assumption
autokefal	autocephalous
husbond	husband
kasjuber	kashubian
trillebor	wheelbarrow
upartisk	impartial
kirkevaerge	churchwarden
retvinklet	right
celle	cell
kornsort	cereal
specialbygge	customize
beredskab	standby
strid	row
selvstaendig	independent
dagligmaerke	definitive
besvangre	impregnate
bandemedlem	gangster
silikone	silicone
elektronisk	electronic
fenrisulven	fenrir
styr	handlebar
citron	lemon
succes	success
kritiker	critic
tjene	serve
stregkode	barcode
spaendvidde	spread
slem	naughty
agronomisk	agronomic
oppe	up
mos	moss
fiber	fibre
knase	scrunch
oologi	oology
naerkamp	melee
lviv	lviv
spog	joke
retronym	retronym
storladenhed	generosity
ruben	reuben
kol	keel
ligatur	ligature
hindi	hindi
indvandre	immigrate
proaktiv	proactive
fejlfri	faultless
knud	canute
brise	breeze
skumfidus	marshmallow
reklamere	advertise
vansire	disfigure
scooter	scooter
gebrokken	broken
epicykel	epicycle
bestyrtelse	consternation
fisefornem	uppity
afbestilling	cancel
turbulens	turbulence
uorden	disorder
halvo	peninsula
medium	medium
mikser	mixer
horekvinde	adulterer
lydpotte	silencer
bogfinke	chaffinch
ildprove	crucible
aramaeisk	aramaic
konkubine	concubine
spoiler	spoiler
martin	martin
fjerbold	shuttlecock
vasektomi	vasectomy
logaritme	logarithm
smeltedigel	crucible
vurdering	assessment
nullerne	noughties
kyzyl	kyzyl
aring	yearling
kaenozoikum	cenozoic
guldblomme	arnica
biograf	cinema
smykker	jewellery
lufthavn	airport
nuuk	nuuk
bryst	chest
pulsare	artery
almaegtig	almighty
okkult	occult
aksel	axel
arkaisk	archaic
rusten	rusty
cypriotisk	cypriot
clairvoyance	clairvoyance
ceder	cedar
santiago	santiago
stridsokse	axe
emotionel	emotional
opstille	set
euboa	euboea
gnosticisme	gnosticism
muldjord	soil
stab	staff
galicisk	galician
edel	ethel
esther	esther
medgift	dowry
berkelium	berkelium
livredder	lifeguard
verden	world
borsmaegler	broker
overlaes	overweight
maettende	filling
ridt	ride
burre	burdock
filippa	philippa
tarvelig	cheap
sofokles	sophocles
fluor	fluorine
kronblad	petal
lodret	vertical
studium	study
udkig	lookout
blasfemisk	blasphemous
digte	write
rundorm	roundworm
brage	bang
enantiomer	enantiomer
gave	gift
vampyr	vampire
manifest	manifesto
skive	disk
teknokrat	technocrat
kridt	chalk
leddyr	arthropod
staer	starling
rubidium	rubidium
oppasser	orderly
afslutte	close
mezzanin	mezzanine
smal	narrow
embedsmand	official
levi	levi
udvist	expatriate
kidnappe	abduct
hvirvle	swirl
tadsjikistan	tajikistan
zeus	zeus
tesaurus	thesaurus
blode	bleed
belmopan	belmopan
knirken	creak
budapest	budapest
meritokrati	meritocracy
muffin	muffin
udbryde	cry
tannin	tannin
element	element
fordom	prejudice
republikansk	republican
spilleplads	field
marsmand	martian
esperantist	esperantist
zurich	zurich
kogger	quiver
balance	balance
dumaen	duma
signalflag	flag
kynisme	cynicism
marmelade	jam
kaertegne	caress
solbad	sunbath
trojansk	trojan
bundgraense	threshold
skalar	scalar
gotisk	gothic
arthur	arthur
vidunderlig	wonderful
udvandrer	expatriate
hojsind	magnanimity
aegge	egg
therese	teresa
afvikling	repulsion
omfartsvej	bypass
helga	helga
indgifte	endogamy
aretag	stroke
ganesha	ganesha
sucre	sucre
ekspeditrice	clerk
respektabel	respectable
ressource	resource
kapillaer	capillary
dan	dan
gulne	yellow
infantil	immature
pyton	python
dativ	dative
afholdende	abstemious
hymne	hymn
svejts	switzerland
reel	reel
sluge	down
vandmelon	watermelon
toronto	toronto
realistisk	realistic
ekfrase	ekphrasis
pinse	pentecost
skyldnerbrev	iou
kodeks	code
petersbrev	peter
brusebad	shower
varsomhed	caution
kopist	copycat
dysenteri	dysentery
yacht	yacht
kaeledyr	pet
alpaka	alpaca
bukkehorn	fenugreek
muskat	nutmeg
baby	baby
paskud	pretext
tapper	bold
disputats	thesis
gidsel	hostage
daniel	daniel
walisisk	welsh
lavland	lowland
edvard	edward
armbrost	crossbow
dagbog	diary
milepael	milestone
retorisk	rhetorical
vandalisere	vandalise
traelkone	slave
rumskib	spaceship
tesis	thesis
fratraeden	resignation
curium	curium
drovtyggende	ruminant
attache	attache
debut	debut
konvektion	convection
sonnedatter	granddaughter
intervention	intervention
teistisk	theistic
chok	shock
patriotisk	patriotic
svovl	sulfur
graevling	badger
nostalgi	nostalgia
sindsro	peace
diskette	floppy
lugt	smell
americium	americium
abbedisse	abbess
forfinelse	polish
kunstner	artist
indsamler	collector
kompilere	compile
magnesium	magnesium
hurtighed	speed
hvidlig	whitish
haelde	pour
ung	young
narva	narva
sprod	crispy
spir	spire
uforsigtig	careless
draene	drain
espoo	espoo
stejl	steep
voksen	adult
spanien	spain
versus	against
nyre	kidney
pauline	pauline
korinth	corinth
irrational	irrational
fordomt	accursed
torke	drought
tyndis	nilas
arie	aria
dronefly	drone
monoton	monotonous
printer	printer
pentagon	pentagon
javansk	javanese
albany	albany
homonym	homonym
henrettelse	execution
tirana	tirana
amorf	amorphous
kantalup	cantaloupe
paletkniv	spatula
stud	steer
relativ	relative
laurbaer	laurel
jomfruen	virgo
kampesten	boulder
narthex	narthex
kaek	sassy
flystyrt	crash
borstehar	bristle
abkhaser	abkhaz
udglatte	smooth
aflysning	cancel
falaffel	falafel
skelne	discriminate
provinsiel	parochial
frembrud	nightfall
rasere	raze
foryngelse	rejuvenation
reading	reading
skaerf	sash
traesnit	woodcut
netvaerk	network
nerve	nerve
galilaea	galilee
almanak	almanac
monarki	monarchy
quidditch	quidditch
daddel	date
loss	loess
botanisk	botanical
vabenfaelle	comrade
straks	overnight
laeselig	legible
trikolore	tricolour
perron	platform
problem	problem
akavet	awkward
elefant	elephant
kynofobi	cynophobia
gadolinium	gadolinium
projsen	prussia
forandre	change
skulder	shoulder
reproducere	breed
gallium	gallium
dollar	dollar
afskygning	hue
abort	abortion
aspekt	dimension
tallinn	tallinn
watt	watt
flux	flux
radiofoni	radio
akrobatik	acrobatics
rucola	arugula
angre	regret
messing	brass
ordliste	glossary
fjernvarme	teleheating
pikke	peck
bovl	hassle
proscenium	proscenium
beskaering	cutting
elevatorstol	car
vendepunkt	crisis
skum	foam
bahrain	bahrain
zambia	zambia
tvetydighed	ambiguity
imod	against
stenbider	lumpsucker
rabarber	rhubarb
marathi	marathi
ikon	icon
guadalcanal	guadalcanal
absint	absinthe
hygrometer	hygrometer
hofte	hip
baseball	baseball
hovedpulsare	aorta
flere	multiple
troske	candidiasis
aeble	apple
matros	sailor
naesebor	nostril
ossetien	ossetia
kurver	curve
fodevare	foodstuff
knae	knee
subjekt	subject
allehande	allspice
franc	franc
storskarv	cormorant
alfanumerisk	alphanumeric
atlantis	atlantis
homofon	homophonic
ashoka	ashoka
jokel	glacier
californium	californium
kasakhstan	kazakhstan
dublin	dublin
trosse	hawser
monje	minium
forsynet	providence
pike	pike
nicaragua	nicaragua
konkurrent	contestant
sparta	sparta
veto	veto
longyearbyen	longyearbyen
harnet	hairnet
alderdom	age
religion	religion
fjernkarelen	karelia
laegter	lighter
dobel	chub
materiel	material
regn	rain
katakombe	catacomb
babysitte	babysit
traener	coach
gabestok	pillory
hil	hail
alkan	alkane
kansas	kansas
melpomene	melpomene
fermentering	fermentation
pind	stick
ringagte	humble
godtgore	evidence
genert	shyness
hardware	hardware
sortere	sort
joakim	joachim
sahara	sahara
smoking	tuxedo
atten	eighteen
aristotelisk	aristotelian
flyvning	flight
drejebaenk	lathe
ferdinand	ferdinand
praktikplads	internship
traestamme	trunk
filantrop	philanthropist
kantsten	kerb
bump	thud
hvornar	when
hypernym	hypernym
los	lynx
agterstaevn	stern
tusind	thousand
katarsis	catharsis
ordning	order
sengelinned	bedlinen
indadvendt	introverted
varmebed	hotbed
ares	ares
ildelugtende	smelly
ajax	ajax
spjaet	jump
veganer	vegan
baskisk	basque
stefanus	stephen
forsikre	confirm
serotonin	serotonin
horoskop	horoscope
vantaa	vantaa
udmatning	fatigue
interessent	stake
thallium	thallium
tjur	capercaillie
meje	mow
perker	wog
nat	night
biobraendsel	biofuel
zeeland	zeeland
lensed	fealty
hunkon	feminine
vegetarisme	vegetarianism
vietnamesisk	vietnamese
bikube	beehive
husbad	houseboat
imperium	empire
frost	frost
tvekamp	duel
libreville	libreville
hanekylling	cockerel
forsode	sweeten
missouri	missouri
ejefald	genitive
multebaer	cloudberry
ordsprog	proverb
parisisk	parisian
lyskilde	light
krematorie	crematorium
flannel	flannel
uvaerdig	unworthy
forsaenke	set
maling	paint
apostrofe	apostrophe
skamben	pubis
nuttet	cute
videoband	videocassette
biokemi	biochemistry
desperado	desperado
ruin	ruin
hab	hope
trykkende	sultry
kolonialisme	colonialism
tandpasta	toothpaste
landsknaegt	lansquenet
vinballong	demijohn
udstanse	stamp
peberrod	horseradish
ron	rowan
palle	pallet
missionaer	missionary
flabet	uppity
proveballon	feeler
arne	arne
vaskebjorn	raccoon
pantsaette	pawn
andetsteds	elsewhere
rovfuglerede	eyrie
aeggeskal	eggshell
aedelgran	fir
malakit	malachite
ravgul	amber
violinist	violinist
katalogisere	catalogue
overklistre	plaster
luftror	trachea
hollaender	dutch
sprojte	syringe
kvartal	quarter
tidsplan	timetable
uforanderlig	invariable
nippe	sip
gymnasium	gymnasium
dirre	quiver
legion	legion
akkadisk	akkadian
arkadien	arcadia
detailhandel	retail
syderoerne	hebrides
alban	alban
kabe	robe
flagermus	bat
skiloberske	skier
hypotenuse	hypotenuse
trist	sad
vendekabe	turncoat
matthaeus	matthew
edmund	edmund
notebog	notebook
cembalo	harpsichord
benarbejde	legwork
autoimmun	autoimmune
kvaede	quince
levn	hangover
manke	mane
lande	land
planet	planet
udestaende	outstanding
jaevndogn	equinox
yppig	voluptuous
aggregat	set
overfore	transfer
stil	essay
drejeskive	dial
lobe	run
praedikant	preacher
pennsylvania	pennsylvania
norn	norn
ogonek	ogonek
hardfor	hardy
tange	spit
kroatien	croatia
ungfugl	chick
udsagnsord	verb
luseaeg	nit
